#TRIG_ID, MET, Date, UTC, Lon, Lat, Alt, Algor, TSig, LST_Frac, LST, OS_ID
tTGF110828435, 336219984.537618, 2011-08-28, 10:26:22.537618, 325.9018, +21.9755, 555.59, 43, 11.5, 0.339, 08:09, oTGF110828435
tTGF110906455, 336999319.500940, 2011-09-06, 10:55:17.500940, 278.4565, +12.4576, 543.90, 50, 8.6, 0.230, 05:31, oTGF110906455
tTGF110906986, 337045210.131620, 2011-09-06, 23:40:08.131620, 87.5856, +10.6019, 543.78, 119, 4.9, 0.231, 05:32, oTGF110906986
tTGF110907452, 337085434.552838, 2011-09-07, 10:50:32.552838, 284.2967, +7.0935, 544.42, 43, 8.2, 0.243, 05:50, oTGF110907452
tTGF110912398, 337512776.266626, 2011-09-12, 09:32:54.266626, 124.4765, +11.0821, 551.97, 116, 7.4, 0.746, 17:54, oTGF110912398
tTGF110913740, 337628771.313258, 2011-09-13, 17:46:09.313258, 87.2782, +22.4678, 540.52, 117, 7.1, 0.986, 23:39, oTGF110913740
tTGF110918187, 338012999.127804, 2011-09-18, 04:29:57.127804, 285.0577, +12.0099, 542.44, 119, 8.0, 0.983, 23:36, oTGF110918187
tTGF110924559, 338563468.092308, 2011-09-24, 13:24:26.092308, 142.0840, -6.4964, 549.20, 119, 7.8, 0.959, 23:01, oTGF110924559
tTGF110928568, 338909848.434518, 2011-09-28, 13:37:26.434518, 282.9511, +4.1972, 539.62, 116, 7.0, 0.360, 08:39, oTGF110928568
tTGF110928729, 338923787.311454, 2011-09-28, 17:29:45.311454, 22.1156, +6.0832, 556.85, 119, 7.6, 0.797, 19:08, oTGF110928729
tTGF110929614, 339000263.651098, 2011-09-29, 14:44:21.651098, 184.8931, -23.5380, 547.72, 119, 5.0, 0.134, 03:14, oTGF110929614
tTGF111004631, 339433746.623324, 2011-10-04, 15:09:04.623324, 27.9037, -1.6508, 555.80, 119, 5.6, 0.717, 17:12, oTGF111004631
tTGF111020367, 340793302.653424, 2011-10-20, 08:48:20.653424, 152.5292, -11.7156, 553.41, 116, 7.5, 0.801, 19:14, oTGF111020367
tTGF111023352, 341051173.124488, 2011-10-23, 08:26:11.124488, 145.5867, -7.0503, 548.40, 119, 9.2, 0.767, 18:24, oTGF111023352
tTGF111024345, 341137002.179952, 2011-10-24, 08:16:40.179952, 136.4250, -8.7824, 546.20, 119, 5.6, 0.735, 17:38, oTGF111024345
tTGF111025406, 341228675.689542, 2011-10-25, 09:44:33.689542, 109.2327, -7.4315, 544.49, 117, 5.2, 0.720, 17:17, oTGF111025406
tTGF111027331, 341394987.584848, 2011-10-27, 07:56:25.584848, 135.5586, -0.7434, 542.21, 1, 8.0, 0.719, 17:15, oTGF111027331
tTGF111027597, 341417972.668200, 2011-10-27, 14:19:30.668200, 42.2632, +1.4352, 542.29, 116, 9.2, 0.725, 17:25, oTGF111027597
tTGF111027761, 341432159.855050, 2011-10-27, 18:15:57.855050, 154.4571, +2.1237, 553.68, 43, 11.2, 0.201, 04:50, NULL
tTGF111031274, 341735681.662664, 2011-10-31, 06:34:39.662664, 304.3568, +1.2586, 556.90, 116, 6.5, 0.131, 03:08, oTGF111031274
tTGF111106412, 342266016.911766, 2011-11-06, 09:53:34.911766, 65.5600, +15.7268, 537.42, 118, 6.1, 0.606, 14:32, oTGF111106412
tTGF111112800, 342817915.427634, 2011-11-12, 19:11:53.427634, 18.0671, +1.2364, 540.43, 119, 7.7, 0.861, 20:40, oTGF111112800
tTGF111119856, 343427526.318536, 2011-11-19, 20:32:04.318536, 111.9655, -6.6960, 554.81, 117, 6.2, 0.177, 04:15, oTGF111119856
tTGF111121424, 343563073.097616, 2011-11-21, 10:11:11.097616, 132.8076, -18.4247, 541.82, 116, 7.4, 0.803, 19:17, oTGF111121424
tTGF111121780, 343593796.147446, 2011-11-21, 18:43:14.147446, 136.8613, -0.7395, 552.55, 119, 6.4, 0.170, 04:05, oTGF111121780
tTGF111122706, 343673836.796350, 2011-11-22, 16:57:14.796350, 149.3524, -4.0256, 550.36, 116, 5.9, 0.131, 03:09, oTGF111122706
tTGF111123275, 343723004.873534, 2011-11-23, 06:36:42.873534, 148.4042, -9.3446, 542.60, 119, 4.9, 0.697, 16:44, oTGF111123275
tTGF111126190, 343974823.671530, 2011-11-26, 04:33:41.671530, 149.9192, -6.2893, 548.18, 118, 6.6, 0.615, 14:46, oTGF111126190
tTGF111126681, 344017238.108494, 2011-11-26, 16:20:36.108494, 119.4158, -7.9423, 542.48, 119, 6.4, 0.022, 00:31, oTGF111126681
tTGF111126752, 344023359.790764, 2011-11-26, 18:02:37.790764, 115.9427, +2.7874, 544.17, 118, 5.4, 0.083, 01:59, oTGF111126752b
tTGF111130501, 344347249.157952, 2011-11-30, 12:00:47.157952, 19.6250, -12.7503, 555.18, 119, 4.9, 0.563, 13:31, oTGF111130501
tTGF111201690, 344449977.444196, 2011-12-01, 16:32:55.444196, 283.0934, -4.1464, 556.73, 119, 8.3, 0.484, 11:36, NULL
tTGF111207484, 344950579.014280, 2011-12-07, 11:36:17.014280, 110.1312, -6.5135, 544.76, 116, 5.9, 0.795, 19:05, oTGF111207484
tTGF111209613, 345134562.181738, 2011-12-09, 14:42:40.181738, 91.2221, +13.7119, 539.23, 117, 5.9, 0.872, 20:55, oTGF111209613
tTGF111210260, 345190477.146052, 2011-12-10, 06:14:35.146052, 134.5548, -19.7460, 558.85, 116, 7.5, 0.639, 15:20, oTGF111210260
tTGF111210978, 345252526.406642, 2011-12-10, 23:28:44.406642, 167.3152, -24.1376, 561.79, 117, 4.6, 0.448, 10:45, oTGF111210978
tTGF111212461, 345380611.105604, 2011-12-12, 11:03:29.105604, 115.2578, +10.0978, 545.53, 119, 6.1, 0.785, 18:51, oTGF111212461
tTGF120110812, 347916566.059716, 2012-01-10, 19:29:24.059716, 101.6757, +0.9726, 545.86, 118, 8.0, 0.089, 02:09, oTGF120110812
tTGF120113235, 348125894.607554, 2012-01-13, 05:38:12.607554, 131.8376, -10.7223, 548.39, 43, 9.4, 0.595, 14:17, oTGF120113235b
tTGF120114380, 348224840.395516, 2012-01-14, 09:07:18.395516, 177.3322, -20.3676, 561.21, 119, 6.9, 0.867, 20:48, oTGF120114380
tTGF120114495, 348234762.599366, 2012-01-14, 11:52:40.599366, 33.8125, -12.9428, 547.68, 119, 6.3, 0.583, 13:59, oTGF120114495
tTGF120114563, 348240686.610140, 2012-01-14, 13:31:24.610140, 20.7012, -17.4169, 551.04, 119, 5.8, 0.615, 14:45, oTGF120114563
tTGF120117499, 348494300.826066, 2012-01-17, 11:58:18.826066, 133.9178, -12.3059, 558.45, 119, 5.2, 0.864, 20:44, oTGF120117499
tTGF120122331, 348911838.178282, 2012-01-22, 07:57:16.178282, 132.5568, -20.6074, 550.87, 119, 8.1, 0.692, 16:36, oTGF120122331
tTGF120213931, 350864460.988330, 2012-02-13, 22:20:58.988330, 127.1229, -11.7581, 556.95, 119, 6.0, 0.274, 06:35, oTGF120213931
tTGF120222724, 351624119.794256, 2012-02-22, 17:21:57.794256, 19.1204, -17.0727, 540.81, 117, 5.0, 0.767, 18:25, oTGF120222724a
tTGF120223380, 351680798.661502, 2012-02-23, 09:06:36.661502, 104.2645, -2.9272, 539.65, 119, 5.3, 0.660, 15:50, oTGF120223380
tTGF120226231, 351927191.697470, 2012-02-26, 05:33:09.697470, 148.5772, -8.9684, 543.21, 118, 7.2, 0.635, 15:14, oTGF120226231a
tTGF120227627, 352047736.220108, 2012-02-27, 15:02:14.220108, 14.9076, -16.6991, 544.95, 119, 6.7, 0.659, 15:49, oTGF120227627
tTGF120307586, 352821845.055324, 2012-03-07, 14:04:03.055324, 45.6130, -21.8158, 550.17, 119, 5.3, 0.705, 16:56, oTGF120307586
tTGF120308186, 352873659.646936, 2012-03-08, 04:27:37.646936, 203.6836, -16.3485, 546.23, 119, 5.9, 0.744, 17:52, oTGF120308186b
tTGF120311143, 353129196.522534, 2012-03-11, 03:26:34.522534, 62.2820, -4.2056, 552.82, 118, 6.0, 0.310, 07:26, oTGF120311143
tTGF120312139, 353215189.591620, 2012-03-12, 03:19:47.591620, 63.3700, -7.5083, 552.99, 119, 5.3, 0.308, 07:24, oTGF120312139
tTGF120329894, 354749214.562424, 2012-03-29, 21:26:52.562424, 5.3665, -3.3131, 546.47, 43, 8.4, 0.905, 21:44, oTGF120329894
tTGF120330894, 354835612.154094, 2012-03-30, 21:26:50.154094, 28.8741, -16.5364, 546.15, 119, 5.7, 0.971, 23:18, oTGF120330894a
tTGF120407872, 355524906.004212, 2012-04-07, 20:55:04.004212, 124.8888, +3.8726, 536.06, 116, 5.8, 0.217, 05:13, oTGF120407872
tTGF120410553, 355756553.817444, 2012-04-10, 13:15:51.817444, 27.8935, +1.3838, 551.90, 117, 6.1, 0.629, 15:06, oTGF120410553
tTGF120422444, 356783922.013094, 2012-04-22, 10:38:40.013094, 144.2840, -6.4901, 556.28, 119, 6.5, 0.845, 20:17, oTGF120422444
tTGF120425260, 357027240.736900, 2012-04-25, 06:13:58.736900, 10.2532, +5.7597, 539.43, 119, 7.7, 0.290, 06:57, oTGF120425260
tTGF120428015, 357265309.784616, 2012-04-28, 00:21:47.784616, 285.8967, +7.9473, 551.36, 119, 5.1, 0.811, 19:28, oTGF120428015
tTGF120430163, 357450897.768662, 2012-04-30, 03:54:55.768662, 9.8786, +4.4681, 547.98, 119, 6.3, 0.193, 04:37, oTGF120430163
tTGF120430757, 357502249.542076, 2012-04-30, 18:10:47.542076, 141.6719, +8.9189, 550.30, 119, 5.1, 0.153, 03:40, oTGF120430757
tTGF120510198, 358317941.454254, 2012-05-10, 04:45:39.454254, 88.0543, -9.7859, 542.02, 119, 5.7, 0.445, 10:41, oTGF120510198
tTGF120514875, 358721972.730998, 2012-05-14, 20:59:30.730998, 15.5173, -2.9533, 548.66, 119, 5.6, 0.920, 22:05, oTGF120514875
tTGF120520437, 359202555.787628, 2012-05-20, 10:29:13.787628, 115.5538, +3.9885, 536.51, 118, 6.1, 0.760, 18:15, oTGF120520437
tTGF120522887, 359414258.113814, 2012-05-22, 21:17:36.113814, 289.0836, +6.5028, 535.72, 116, 6.5, 0.693, 16:37, oTGF120522887
tTGF120524451, 359549331.499030, 2012-05-24, 10:48:49.499030, 285.7953, +8.4043, 554.62, 119, 8.0, 0.247, 05:55, oTGF120524451
tTGF120525445, 359635229.787556, 2012-05-25, 10:40:27.787556, 282.2995, +9.3436, 554.62, 119, 4.6, 0.231, 05:33, oTGF120525445
tTGF120526439, 359721158.857650, 2012-05-26, 10:32:36.857650, 280.4957, +11.0433, 554.45, 116, 7.2, 0.220, 05:18, oTGF120526439
tTGF120527824, 359840821.576970, 2012-05-27, 19:46:59.576970, 100.0584, -3.4021, 551.14, 119, 7.8, 0.104, 02:30, oTGF120527824
tTGF120530347, 360058753.439438, 2012-05-30, 08:19:11.439438, 276.1692, +7.8143, 549.43, 119, 5.4, 0.115, 02:46, oTGF120530347a
tTGF120602615, 360341114.788120, 2012-06-02, 14:45:12.788120, 277.1069, +17.3402, 553.95, 116, 7.4, 0.386, 09:16, oTGF120602615
tTGF120604082, 360467889.305290, 2012-06-04, 01:58:07.305290, 146.7327, -4.1305, 552.00, 50, 8.0, 0.491, 11:47, oTGF120604082
tTGF120605312, 360574189.618932, 2012-06-05, 07:29:47.618932, 258.1317, +14.4719, 540.89, 117, 4.6, 0.030, 00:44, oTGF120605312
tTGF120605851, 360620700.860346, 2012-06-05, 20:24:58.860346, 107.1175, +25.2735, 547.93, 119, 6.9, 0.149, 03:35, oTGF120605851
tTGF120611732, 361128863.287652, 2012-06-11, 17:34:21.287652, 24.6184, -0.0459, 538.79, 119, 5.0, 0.801, 19:13, oTGF120611732a
tTGF120623258, 362124709.047834, 2012-06-23, 06:11:47.047834, 98.9101, -3.5118, 555.84, 119, 5.0, 0.531, 12:45, oTGF120623258
tTGF120628127, 362545351.567866, 2012-06-28, 03:02:29.567866, 284.6633, +5.3869, 540.82, 43, 10.3, 0.915, 21:58, oTGF120628127
tTGF120630434, 362744668.555812, 2012-06-30, 10:24:26.555812, 92.3458, +25.0306, 554.17, 43, 8.8, 0.688, 16:30, oTGF120630434
tTGF120704951, 363134960.038612, 2012-07-04, 22:49:17.038612, 297.7267, +4.2001, 552.47, 116, 6.5, 0.775, 18:36, oTGF120704951
tTGF120708662, 363455589.343726, 2012-07-08, 15:53:06.343726, 18.3540, +1.6674, 555.02, 119, 4.9, 0.709, 17:01, oTGF120708662
tTGF120708971, 363482276.975678, 2012-07-08, 23:17:53.975678, 140.1188, +20.7507, 539.77, 116, 7.7, 0.356, 08:33, oTGF120708971
tTGF120723882, 364770566.975562, 2012-07-23, 21:09:23.975562, 85.8548, +25.3657, 544.53, 50, 9.8, 0.115, 02:46, oTGF120723882
tTGF120727939, 365121146.183452, 2012-07-27, 22:32:23.183452, 125.3897, +3.4120, 537.83, 50, 8.7, 0.283, 06:47, oTGF120727939
tTGF120728461, 365166261.896678, 2012-07-28, 11:04:18.896678, 253.0361, +19.4794, 544.65, 118, 6.0, 0.160, 03:50, oTGF120728461
tTGF120803689, 365704354.851962, 2012-08-03, 16:32:31.851962, 126.8541, +18.2578, 553.55, 116, 7.8, 0.037, 00:54, oTGF120803689
tTGF120808908, 366155231.746064, 2012-08-08, 21:47:08.746064, 280.7216, +20.1623, 540.22, 119, 5.6, 0.684, 16:25, oTGF120808908
tTGF120809447, 366201836.723790, 2012-08-09, 10:43:53.723790, 138.0513, +24.9360, 547.83, 116, 6.4, 0.827, 19:51, oTGF120809447
tTGF120818925, 367020748.616018, 2012-08-18, 22:12:25.616018, 281.3549, +19.1565, 535.88, 119, 5.5, 0.704, 16:54, oTGF120818925
tTGF120818995, 367026782.902530, 2012-08-18, 23:52:59.902530, 274.7816, +12.3202, 537.42, 116, 7.3, 0.756, 18:08, oTGF120818995
tTGF120821387, 367233440.406222, 2012-08-21, 09:17:17.406222, 150.1626, -3.8673, 540.28, 117, 5.4, 0.802, 19:15, oTGF120821387
tTGF120822711, 367347798.928878, 2012-08-22, 17:03:15.928878, 16.9726, -0.7634, 537.35, 119, 4.7, 0.756, 18:08, oTGF120822711
tTGF120823943, 367454239.838208, 2012-08-23, 22:37:16.838208, 135.9117, +14.9327, 550.04, 116, 6.4, 0.318, 07:39, oTGF120823943
tTGF120827282, 367742756.036940, 2012-08-27, 06:45:53.036940, 137.6330, -1.5553, 536.40, 118, 5.2, 0.663, 15:55, oTGF120827282
tTGF120830762, 368043421.569324, 2012-08-30, 18:16:58.569324, 128.2826, +6.4502, 550.99, 43, 9.3, 0.118, 02:50, oTGF120830762
tTGF120902703, 368297534.814690, 2012-09-02, 16:52:11.814690, 273.3354, +9.2534, 548.85, 119, 5.3, 0.463, 11:06, oTGF120902703
tTGF120908579, 368805191.373050, 2012-09-08, 13:53:08.373050, 159.2575, +19.3265, 540.35, 119, 5.1, 0.023, 00:33, oTGF120908579
tTGF120911417, 369050421.069602, 2012-09-11, 10:00:18.069602, 143.6672, -2.3302, 536.58, 119, 7.0, 0.818, 19:38, oTGF120911417
tTGF120913078, 369193967.134688, 2012-09-13, 01:52:44.134688, 279.2085, +10.0527, 534.96, 119, 5.5, 0.857, 20:34, oTGF120913078a
tTGF120920825, 369863241.215032, 2012-09-20, 19:47:18.215032, 290.1391, +0.6566, 550.27, 119, 4.6, 0.635, 15:15, oTGF120920825
tTGF120925954, 370306467.426794, 2012-09-25, 22:54:24.426794, 5.1410, +8.0401, 535.45, 119, 7.7, 0.975, 23:24, oTGF120925954
tTGF120930986, 370741175.052988, 2012-09-30, 23:39:32.052988, 299.7433, +14.4190, 545.15, 117, 6.6, 0.826, 19:49, oTGF120930986
tTGF121001844, 370815313.267318, 2012-10-01, 20:15:10.267318, 327.8644, +19.8720, 549.55, 50, 10.1, 0.762, 18:17, oTGF121001844
tTGF121008333, 371375989.911458, 2012-10-08, 07:59:46.911458, 89.3890, +22.8423, 552.92, 117, 5.3, 0.590, 14:10, oTGF121008333
tTGF121008872, 371422503.160196, 2012-10-08, 20:55:00.160196, 296.3384, +7.4929, 553.65, 117, 4.4, 0.703, 16:53, oTGF121008872
tTGF121010862, 371594472.294600, 2012-10-10, 20:41:09.294600, 300.2129, +0.0062, 554.57, 116, 5.8, 0.705, 16:55, NULL
tTGF121011427, 371643289.862920, 2012-10-11, 10:14:46.862920, 282.1232, +4.6368, 534.92, 119, 5.4, 0.220, 05:17, oTGF121011427
tTGF121012241, 371713636.933050, 2012-10-12, 05:47:13.933050, 91.4222, +23.0243, 547.04, 118, 7.0, 0.504, 12:06, oTGF121012241
tTGF121012817, 371763359.153636, 2012-10-12, 19:35:56.153636, 124.4765, +1.4712, 535.30, 116, 8.2, 0.172, 04:08, oTGF121012817
tTGF121015732, 372015242.421126, 2012-10-15, 17:33:59.421126, 136.3154, +3.3347, 537.30, 43, 23.4, 0.121, 02:54, oTGF121015732
tTGF121015868, 372027002.183790, 2012-10-15, 20:49:59.183790, 104.4408, +11.5758, 535.13, 118, 5.2, 0.168, 04:02, oTGF121015868b
tTGF121017715, 372186553.376516, 2012-10-17, 17:09:10.376516, 105.5550, -6.9832, 546.00, 119, 6.8, 0.018, 00:26, oTGF121017715
tTGF121021959, 372553267.421370, 2012-10-21, 23:01:04.421370, 10.1012, +5.0906, 547.53, 116, 7.0, 0.998, 23:57, oTGF121021959
tTGF121023222, 372662373.946762, 2012-10-23, 05:19:30.946762, 287.4947, +14.4820, 545.82, 117, 5.1, 0.031, 00:45, oTGF121023222
tTGF121023616, 372696408.534570, 2012-10-23, 14:46:45.534570, 124.8176, +6.9268, 549.42, 116, 5.8, 0.973, 23:22, oTGF121023616
tTGF121028243, 373096180.535070, 2012-10-28, 05:49:37.535070, 175.7809, -14.6163, 554.18, 116, 5.8, 0.742, 17:49, oTGF121028243
tTGF121031293, 373359708.976104, 2012-10-31, 07:01:45.976104, 150.6867, -7.6582, 549.87, 116, 9.0, 0.723, 17:21, oTGF121031293
tTGF121101287, 373445596.503838, 2012-11-01, 06:53:13.503838, 147.7810, -6.4356, 548.24, 117, 6.1, 0.709, 17:01, oTGF121101287
tTGF121103428, 373630554.165284, 2012-11-03, 10:15:51.165284, 195.1777, +25.2204, 553.47, 119, 5.7, 0.981, 23:33, oTGF121103428
tTGF121104065, 373685609.331690, 2012-11-04, 01:33:26.331690, 186.0139, -14.9244, 541.93, 116, 8.2, 0.593, 14:14, oTGF121104065
tTGF121106283, 373877246.203184, 2012-11-06, 06:47:23.203184, 265.7046, +16.5777, 552.66, 119, 5.9, 0.032, 00:47, oTGF121106283
tTGF121112183, 374386986.566812, 2012-11-12, 04:23:03.566812, 281.1870, +6.2320, 552.90, 117, 6.0, 0.975, 23:24, oTGF121112183
tTGF121114355, 374574633.593256, 2012-11-14, 08:30:30.593256, 125.6479, +25.6598, 539.50, 43, 21.2, 0.714, 17:09, oTGF121114355
tTGF121117753, 374868277.103210, 2012-11-17, 18:04:34.103210, 66.4928, -9.6665, 552.88, 117, 4.8, 0.948, 22:45, oTGF121117753
tTGF121122809, 375305113.060950, 2012-11-22, 19:25:10.060950, 132.7183, -14.9766, 557.02, 119, 7.4, 0.187, 04:30, oTGF121122809a
tTGF121123712, 375383138.685012, 2012-11-23, 17:05:35.685012, 25.4960, -5.3284, 539.78, 116, 7.1, 0.792, 19:01, oTGF121123712b
tTGF121125700, 375554840.083066, 2012-11-25, 16:47:17.083066, 16.1905, -6.0296, 537.52, 117, 5.0, 0.753, 18:05, oTGF121125700
tTGF121125826, 375565753.966912, 2012-11-25, 19:49:10.966912, 299.3560, +8.3592, 534.11, 116, 6.8, 0.666, 15:59, oTGF121125826
tTGF121129774, 375906869.731876, 2012-11-29, 18:34:26.731876, 143.3814, +8.5460, 552.92, 118, 6.2, 0.180, 04:19, oTGF121129774
tTGF121130532, 375972406.724700, 2012-11-30, 12:46:43.724700, 28.9373, -1.2680, 536.73, 118, 7.5, 0.621, 14:54, oTGF121130532a
tTGF121201261, 376035366.104858, 2012-12-01, 06:16:03.104858, 121.6660, -1.5985, 537.44, 119, 5.9, 0.607, 14:34, oTGF121201261
tTGF121202520, 376144172.140450, 2012-12-02, 12:29:29.140450, 23.0826, -3.7627, 539.05, 118, 7.9, 0.592, 14:12, oTGF121202520c
tTGF121206588, 376495632.574450, 2012-12-06, 14:07:09.574450, 120.5941, -8.8491, 540.33, 116, 5.7, 0.929, 22:18, oTGF121206588
tTGF121207514, 376575612.104822, 2012-12-07, 12:20:09.104822, 132.2823, -12.2466, 539.02, 43, 8.0, 0.887, 21:18, oTGF121207514
tTGF121207917, 376610408.428654, 2012-12-07, 22:00:05.428654, 10.8309, -0.0318, 539.41, 119, 6.1, 0.952, 22:52, oTGF121207917
tTGF121210138, 376802336.893996, 2012-12-10, 03:18:53.893996, 106.8289, -6.1038, 551.88, 117, 5.5, 0.440, 10:33, oTGF121210138
tTGF121211289, 376901732.031396, 2012-12-11, 06:55:29.031396, 180.7718, -13.6399, 538.01, 1, 8.7, 0.795, 19:05, oTGF121211289
tTGF121212349, 376993374.605708, 2012-12-12, 08:22:51.605708, 155.7372, -11.5983, 537.79, 119, 8.1, 0.786, 18:52, oTGF121212349
tTGF121214906, 377214252.383692, 2012-12-14, 21:44:09.383692, 148.3437, -3.6105, 554.12, 116, 5.9, 0.321, 07:42, oTGF121214906
tTGF121224612, 378052918.480146, 2012-12-24, 14:41:55.480146, 18.8106, +12.5783, 545.57, 43, 37.7, 0.665, 15:57, oTGF121224612
tTGF121225701, 378146983.530394, 2012-12-25, 16:49:40.530394, 138.3444, -3.6368, 537.71, 117, 5.2, 0.085, 02:03, oTGF121225701
tTGF121227687, 378318563.429730, 2012-12-27, 16:29:20.429730, 123.0262, -1.2576, 535.11, 119, 5.5, 0.028, 00:40, oTGF121227687
tTGF130112722, 379703978.422484, 2013-01-12, 17:19:35.422484, 24.2188, -17.4649, 554.42, 117, 4.9, 0.783, 18:48, oTGF130112722
tTGF130113076, 379734529.063006, 2013-01-13, 01:48:46.063006, 20.5100, -6.1211, 535.94, 119, 5.5, 0.127, 03:02, oTGF130113076
tTGF130117643, 380129165.288980, 2013-01-17, 15:26:02.288980, 129.7859, -11.0664, 544.02, 1, 12.1, 0.997, 23:55, oTGF130117643
tTGF130123444, 380630333.509010, 2013-01-23, 10:38:50.509010, 5.0879, -2.1409, 540.99, 116, 7.3, 0.450, 10:47, oTGF130123444a
tTGF130124463, 380718439.401370, 2013-01-24, 11:07:16.401370, 136.0320, -13.4302, 555.96, 43, 9.3, 0.833, 19:59, oTGF130124463b
tTGF130131559, 381331529.616138, 2013-01-31, 13:25:26.616138, 94.7420, +8.6958, 552.61, 116, 5.5, 0.813, 19:31, oTGF130131559
tTGF130202274, 381479688.242786, 2013-02-02, 06:34:45.242786, 149.2445, -7.7692, 549.20, 119, 8.7, 0.679, 16:18, oTGF130202274
tTGF130204258, 381651134.300252, 2013-02-04, 06:12:11.300252, 127.0403, -13.1239, 544.64, 119, 5.4, 0.602, 14:26, oTGF130204258
tTGF130206086, 381809003.455172, 2013-02-06, 02:03:20.455172, 24.7003, -0.3255, 544.42, 117, 4.7, 0.145, 03:28, oTGF130206086
tTGF130210754, 382212324.226690, 2013-02-10, 18:05:21.226690, 283.9200, -1.6511, 535.99, 117, 5.1, 0.533, 12:47, oTGF130210754
tTGF130211721, 382295924.763158, 2013-02-11, 17:18:41.763158, 144.6813, -14.7341, 552.05, 117, 5.8, 0.113, 02:43, oTGF130211721
tTGF130215707, 382640250.228044, 2013-02-15, 16:57:27.228044, 186.5265, -25.2621, 552.77, 119, 5.2, 0.215, 05:09, NULL
tTGF130217700, 382812492.463500, 2013-02-17, 16:48:09.463500, 212.1748, -17.3359, 547.80, 119, 4.8, 0.280, 06:43, oTGF130217700a
tTGF130227678, 383674551.309452, 2013-02-27, 16:15:48.309452, 17.1816, -6.5471, 537.24, 116, 6.3, 0.717, 17:12, oTGF130227678a
tTGF130228676, 383760776.716502, 2013-02-28, 16:12:53.716502, 33.8275, -16.2967, 541.28, 119, 5.2, 0.761, 18:16, oTGF130228676
tTGF130301689, 383848352.013058, 2013-03-01, 16:32:29.013058, 136.3075, -12.4169, 554.39, 119, 5.2, 0.059, 01:25, oTGF130301689b
tTGF130302331, 383903777.690916, 2013-03-02, 07:56:14.690916, 142.4592, -15.3377, 538.59, 119, 5.6, 0.718, 17:14, oTGF130302331
tTGF130306223, 384240031.267646, 2013-03-06, 05:20:28.267646, 73.1122, +18.2768, 545.23, 43, 8.4, 0.418, 10:02, NULL
tTGF130316390, 385118460.419296, 2013-03-16, 09:20:57.419296, 123.5767, -15.1288, 538.93, 119, 6.5, 0.727, 17:27, oTGF130316390
tTGF130318876, 385333257.010106, 2013-03-18, 21:00:54.010106, 123.6475, +9.2805, 549.70, 119, 5.7, 0.214, 05:08, oTGF130318876
tTGF130321926, 385596821.025586, 2013-03-21, 22:13:38.025586, 103.1013, -0.6976, 549.17, 118, 4.6, 0.208, 04:59, oTGF130321926
tTGF130323347, 385719606.002748, 2013-03-23, 08:20:03.002748, 107.1161, -5.7090, 544.11, 116, 7.8, 0.640, 15:22, oTGF130323347
tTGF130329243, 386228964.866518, 2013-03-29, 05:49:21.866518, 107.2903, -1.8495, 551.73, 116, 6.4, 0.537, 12:54, oTGF130329243
tTGF130412908, 387496078.681856, 2013-04-12, 21:47:55.681856, 283.6814, +6.6536, 550.67, 119, 6.3, 0.696, 16:42, oTGF130412908
tTGF130415427, 387713700.222562, 2013-04-15, 10:14:57.222562, 89.5167, +0.9191, 552.40, 116, 7.4, 0.676, 16:13, oTGF130415427
tTGF130415857, 387750856.187866, 2013-04-15, 20:34:13.187866, 109.4873, -1.8150, 534.44, 43, 25.8, 0.161, 03:52, oTGF130415857
tTGF130416162, 387777224.784878, 2013-04-16, 03:53:41.784878, 213.2842, -14.3627, 553.02, 117, 5.4, 0.755, 18:07, oTGF130416162
tTGF130416357, 387794049.572082, 2013-04-16, 08:34:06.572082, 121.8178, -5.8814, 553.14, 116, 8.2, 0.696, 16:42, oTGF130416357
tTGF130430557, 389020918.560242, 2013-04-30, 13:21:55.560242, 100.5376, -3.2373, 552.90, 43, 8.2, 0.838, 20:07, oTGF130430557
tTGF130502410, 389181056.869998, 2013-05-02, 09:50:53.869998, 135.8939, -4.6854, 553.67, 119, 9.2, 0.790, 18:57, oTGF130502410
tTGF130503434, 389269517.636560, 2013-05-03, 10:25:14.636560, 286.8559, +10.3757, 534.24, 119, 6.2, 0.233, 05:36, oTGF130503434
tTGF130505422, 389441267.187430, 2013-05-05, 10:07:44.187430, 282.5244, +7.4116, 535.95, 119, 6.1, 0.209, 05:01, oTGF130505422
tTGF130506648, 389547197.127626, 2013-05-06, 15:33:14.127626, 16.8874, -4.9862, 549.83, 116, 7.4, 0.697, 16:44, oTGF130506648
tTGF130510430, 389873997.173486, 2013-05-10, 10:19:54.173486, 106.1175, +13.4697, 547.98, 116, 7.1, 0.728, 17:28, oTGF130510430
tTGF130512046, 390013618.219564, 2013-05-12, 01:06:55.219564, 20.2159, +0.9258, 545.93, 117, 4.8, 0.105, 02:31, oTGF130512046
tTGF130515687, 390328165.526620, 2013-05-15, 16:29:22.526620, 115.2466, +3.9073, 551.40, 117, 5.2, 0.010, 00:14, oTGF130515687
tTGF130516258, 390377473.719248, 2013-05-16, 06:11:10.719248, 124.6722, +14.0278, 537.63, 119, 7.4, 0.607, 14:34, oTGF130516258
tTGF130518976, 390612300.706942, 2013-05-18, 23:24:57.706942, 221.6936, +19.6292, 535.99, 43, 14.5, 0.594, 14:15, NULL
tTGF130520303, 390726997.941626, 2013-05-20, 07:16:34.941626, 111.8323, +23.7751, 536.57, 119, 4.9, 0.616, 14:47, NULL
