#OS_ID, MET, file, BGO_0_N, BGO_1_N, NAI_N, Date, UTC, Width_ms, P2, Lon, Lat, Alt, LST, TRIG_ID
oTGF130813572, 398094211.944779, glg_tte_b0_130813514_v00, 23, 28, 87, 2013-08-13, 13:43:28.94477, 0.283000, 3.34E-151, 19.9062, +5.7270, 542.63, 0.624, NULL
oTGF130813908, 398123249.486250, glg_tte_b0_130813894_v00, 5, 5, 25, 2013-08-13, 21:47:26.48625, 0.200000, 1.23E-31, 282.1355, +16.4581, 546.19, 0.688, NULL
oTGF130814260, 398153706.888886, glg_tte_b0_130814214_v00, 4, 4, 22, 2013-08-14, 06:15:03.88888, 0.283000, 1.33E-22, 274.0538, +9.6170, 547.93, 0.018, NULL
oTGF130814445, 398169614.014449, glg_tte_b0_130814391_v00, 16, 14, 30, 2013-08-14, 10:40:11.01444, 0.141000, 8.76E-74, 124.3508, +25.1740, 550.49, 0.787, NULL
oTGF130815430, 398254795.575650, glg_tte_b0_130815252_v00, 13, 19, 67, 2013-08-15, 10:19:52.57565, 0.200000, 5.70E-120, 80.9783, +16.0256, 543.11, 0.652, NULL
oTGF130816179, 398319446.192925, glg_tte_b0_130816173_v00, 4, 5, 20, 2013-08-16, 04:17:23.19292, 0.100000, 4.93E-34, 279.8891, +13.2794, 550.68, 0.953, NULL
oTGF130818097, 398485149.755125, glg_tte_b0_130818090_v00, 12, 12, 47, 2013-08-18, 02:19:06.75512, 0.100000, 2.52E-104, 283.4596, +17.3808, 550.88, 0.881, NULL
oTGF130818414, 398512614.408175, glg_tte_b0_130818354_v00, 10, 9, 20, 2013-08-18, 09:56:51.40817, 0.100000, 5.25E-45, 89.7905, +23.2135, 542.16, 0.661, NULL
oTGF130818806, 398546453.267756, glg_tte_b0_130818703_v00, 4, 13, 41, 2013-08-18, 19:20:50.26775, 0.141000, 6.28E-72, 274.9674, +14.3273, 536.36, 0.567, NULL
oTGF130818875, 398552365.919352, glg_tte_b0_130818842_v00, 7, 8, 28, 2013-08-18, 20:59:22.91935, 0.141000, 3.52E-48, 261.6871, +18.4815, 538.08, 0.599, NULL
oTGF130819872, 398638564.096200, glg_tte_b0_130819853_v00, 6, 7, 10, 2013-08-19, 20:56:01.09620, 0.100000, 1.63E-25, 280.7813, +24.3694, 540.64, 0.650, NULL
oTGF130820401, 398684232.973700, glg_tte_b0_bn130820401_v00, 24, 26, 94, 2013-08-20, 09:37:09.97370, 0.200000, 4.31E-190, 80.0749, +23.3621, 538.65, 0.621, tTGF130820401
oTGF130820406, 398684668.358000, glg_tte_b0_bn130820401_v00, 11, 31, 34, 2013-08-20, 09:44:25.35800, 1.000000, 7.92E-38, 108.3061, +25.7215, 543.31, 0.704, NULL
oTGF130826618, 399221409.084050, glg_tte_b0_130826592_v00, 4, 5, 17, 2013-08-26, 14:50:06.08405, 0.200000, 1.93E-21, 280.2174, +13.5650, 534.27, 0.395, NULL
oTGF130826972, 399252016.025025, glg_tte_b0_130826944_v00, 4, 6, 21, 2013-08-26, 23:20:13.02502, 0.100000, 1.53E-37, 281.0812, +8.8941, 540.93, 0.752, NULL
oTGF130827611, 399307156.151000, glg_tte_b0_130827595_v00, 7, 7, 19, 2013-08-27, 14:39:13.15100, 0.200000, 2.00E-30, 271.9228, +12.2153, 535.96, 0.365, NULL
oTGF130828536, 399387102.714975, glg_tte_b0_130828475_v00, 8, 9, 60, 2013-08-28, 12:51:39.71497, 0.100000, 7.91E-116, 283.6702, +8.7757, 538.79, 0.323, NULL
oTGF130829812, 399497392.582350, glg_tte_b0_130829766_v00, 7, 8, 25, 2013-08-29, 19:29:49.58235, 0.100000, 2.35E-49, 280.2562, +21.6704, 532.89, 0.590, NULL
oTGF130829855, 399501089.156978, glg_tte_b0_130829814_v00, 9, 7, 28, 2013-08-29, 20:31:26.15697, 0.070700, 8.14E-67, 134.7267, -2.4859, 546.53, 0.229, NULL
oTGF130829879, 399503131.050122, glg_tte_b0_130829814_v00, 7, 13, 28, 2013-08-29, 21:05:28.05012, 0.141000, 4.79E-57, 257.0347, +21.3803, 532.81, 0.592, NULL
oTGF130829885, 399503655.508110, glg_tte_b0_130829814_v00, 20, 20, 51, 2013-08-29, 21:14:12.50811, 0.283000, 6.55E-109, 287.2551, +10.1265, 535.46, 0.682, NULL
oTGF130830354, 399544187.508039, glg_tte_b0_130830258_v00, 12, 20, 61, 2013-08-30, 08:29:44.50803, 0.283000, 1.39E-102, 142.8676, -3.0904, 540.40, 0.750, NULL
oTGF130830781, 399581104.233671, glg_tte_b0_130830769_v00, 6, 8, 43, 2013-08-30, 18:45:01.23367, 0.283000, 2.54E-57, 150.3782, -4.2939, 548.97, 0.199, NULL
oTGF130831609, 399652603.210600, glg_tte_b0_130831589_v00, 6, 10, 25, 2013-08-31, 14:36:40.21060, 0.400000, 7.38E-31, 26.2270, +4.2138, 535.23, 0.681, NULL
oTGF130831776, 399667022.772853, glg_tte_b0_130831684_v00, 6, 9, 24, 2013-08-31, 18:36:59.77285, 0.141000, 1.75E-46, 151.3278, -1.1141, 548.92, 0.196, NULL
oTGF130831801, 399669211.109600, glg_tte_b0_130831684_v00, 11, 9, 31, 2013-08-31, 19:13:28.10960, 0.200000, 6.15E-54, 282.6825, +17.7849, 532.35, 0.586, NULL
oTGF130831910, 399678661.703023, glg_tte_b0_130831802_v00, 16, 14, 70, 2013-08-31, 21:50:58.70302, 0.141000, 5.83E-151, 113.0651, +4.3021, 546.77, 0.224, NULL
oTGF130901407, 399721572.010879, glg_tte_b0_130901356_v00, 5, 15, 28, 2013-09-01, 09:46:09.01087, 0.283000, 6.33E-46, 111.3123, -4.7193, 537.82, 0.716, NULL
oTGF130901512, 399730655.781488, glg_tte_b0_130901447_v00, 4, 5, 24, 2013-09-01, 12:17:32.78148, 0.283000, 2.11E-24, 282.0843, +16.9941, 542.67, 0.296, NULL
oTGF130901904, 399764549.595950, glg_tte_b0_bn130901904_v00, 16, 26, 48, 2013-09-01, 21:42:26.59595, 0.632000, 1.39E-78, 112.4480, +6.6162, 547.40, 0.217, tTGF130901904
oTGF130901911a, 399765081.078600, glg_tte_b0_130901895_v00, 4, 8, 26, 2013-09-01, 21:51:18.07860, 0.200000, 5.38E-38, 142.1184, +19.0970, 542.15, 0.306, NULL
oTGF130901911b, 399765133.881675, glg_tte_b0_130901895_v00, 6, 11, 32, 2013-09-01, 21:52:10.88167, 0.100000, 7.17E-68, 145.2676, +20.0728, 541.65, 0.315, NULL
oTGF130902572, 399822263.843800, glg_tte_b0_bn130902572_v00, 21, 22, 114, 2013-09-02, 13:44:20.84380, 0.200000, 6.72E-229, 257.5803, +18.7443, 543.78, 0.288, tTGF130902572
oTGF130902789a, 399840947.807433, glg_tte_b0_130902750_v00, 5, 14, 52, 2013-09-02, 18:55:44.80743, 0.141000, 1.56E-94, 279.9025, +14.9004, 532.30, 0.567, NULL
oTGF130902789b, 399840964.633900, glg_tte_b0_130902750_v00, 11, 17, 40, 2013-09-02, 18:56:01.63390, 0.200000, 6.12E-81, 280.8541, +14.5128, 532.27, 0.569, NULL
oTGF130902834, 399844890.747850, glg_tte_b0_bn130902834_v00, 13, 14, 80, 2013-09-02, 20:01:27.74785, 0.200000, 1.21E-149, 145.6964, +13.2088, 546.28, 0.239, tTGF130902834
oTGF130902899, 399850449.906250, glg_tte_b0_130902851_v00, 11, 6, 54, 2013-09-02, 21:34:06.90625, 0.200000, 1.44E-85, 112.5531, +9.2042, 547.87, 0.212, NULL
oTGF130903255, 399881229.762913, glg_tte_b0_130903178_v00, 8, 11, 50, 2013-09-03, 06:07:06.76291, 0.141000, 4.00E-88, 122.7947, +8.9835, 532.27, 0.596, NULL
oTGF130903786a, 399927090.064300, glg_tte_b0_130903776_v00, 6, 8, 19, 2013-09-03, 18:51:27.06430, 0.400000, 3.49E-23, 293.3569, +6.3636, 532.47, 0.601, NULL
oTGF130903786b, 399927146.411787, glg_tte_b0_130903776_v00, 8, 9, 28, 2013-09-03, 18:52:23.41178, 0.141000, 6.10E-55, 296.3552, +4.8493, 532.64, 0.610, NULL
oTGF130904156, 399959040.165100, glg_tte_b0_130904127_v00, 6, 5, 50, 2013-09-04, 03:43:57.16510, 0.100000, 2.08E-78, 5.0992, +6.8233, 550.14, 0.170, NULL
oTGF130904635, 400000452.271250, glg_tte_b0_130904603_v00, 7, 11, 36, 2013-09-04, 15:14:09.27125, 1.000000, 1.90E-21, 277.9189, +25.1264, 539.29, 0.408, NULL
oTGF130905107, 400041238.272050, glg_tte_b0_130904955_v00, 8, 10, 50, 2013-09-05, 02:33:55.27205, 0.632000, 1.32E-41, 152.5961, +12.8679, 533.47, 0.532, NULL
oTGF130905417, 400068046.403468, glg_tte_b0_130905403_v00, 6, 4, 16, 2013-09-05, 10:00:43.40346, 0.141000, 1.60E-25, 280.2872, +14.9043, 549.51, 0.197, NULL
oTGF130905817, 400102577.124147, glg_tte_b0_130905722_v00, 5, 7, 14, 2013-09-05, 19:36:14.12414, 0.141000, 1.13E-27, 146.3628, +19.2886, 548.51, 0.224, NULL
oTGF130906099, 400126975.342550, glg_tte_b0_130906044_v00, 5, 15, 57, 2013-09-06, 02:22:52.34255, 0.100000, 1.04E-110, 143.7872, +14.3912, 535.01, 0.500, NULL
oTGF130906166, 400132721.657728, glg_tte_b0_130906044_v00, 10, 9, 39, 2013-09-06, 03:58:38.65772, 0.632000, 1.60E-33, 120.9159, +13.7779, 534.86, 0.503, NULL
oTGF130906237, 400138901.172400, glg_tte_b0_130906189_v00, 10, 9, 34, 2013-09-06, 05:41:38.17240, 0.200000, 1.48E-56, 121.3699, +1.8424, 533.19, 0.576, NULL
oTGF130906271, 400141825.105359, glg_tte_b0_130906189_v00, 4, 7, 15, 2013-09-06, 06:30:22.10535, 0.141000, 9.67E-26, 292.5245, -0.1091, 551.71, 0.085, NULL
oTGF130907593, 400256036.004826, glg_tte_b0_130907578_v00, 5, 6, 29, 2013-09-07, 14:13:53.00482, 0.141000, 1.20E-46, 155.6145, -5.2569, 550.63, 0.027, NULL
oTGF130907684, 400263893.215093, glg_tte_b0_130907578_v00, 4, 5, 26, 2013-09-07, 16:24:50.21509, 0.070700, 1.54E-46, 258.0699, +21.5589, 541.24, 0.402, NULL
oTGF130907689, 400264338.662465, glg_tte_b0_130907578_v00, 5, 8, 25, 2013-09-07, 16:32:15.66246, 0.070700, 3.23E-54, 284.0100, +12.4483, 536.64, 0.479, NULL
oTGF130907690, 400264411.572140, glg_tte_b0_130907578_v00, 7, 12, 63, 2013-09-07, 16:33:28.57214, 0.141000, 3.77E-116, 288.0184, +10.6409, 536.06, 0.491, NULL
oTGF130908152, 400304373.180113, glg_tte_b0_130908028_v00, 7, 8, 18, 2013-09-08, 03:39:30.18011, 0.283000, 8.13E-25, 113.2464, +12.5955, 537.45, 0.469, NULL
oTGF130908420, 400327493.424442, glg_tte_b0_130908388_v00, 5, 10, 66, 2013-09-08, 10:04:50.42444, 0.141000, 3.22E-115, 28.8860, +6.4546, 536.11, 0.502, NULL
oTGF130908586, 400341821.619075, glg_tte_b0_130908539_v00, 4, 4, 12, 2013-09-08, 14:03:38.61907, 0.050000, 3.14E-28, 149.6284, -5.6526, 549.24, 0.003, NULL
oTGF130910922, 400543649.127426, glg_tte_b0_130910809_v00, 5, 9, 13, 2013-09-10, 22:07:26.12742, 0.141000, 1.88E-25, 111.4397, +25.6850, 550.99, 0.234, NULL
oTGF130912104, 400645759.578696, glg_tte_b0_130912005_v00, 5, 6, 25, 2013-09-12, 02:29:16.57869, 0.141000, 3.13E-38, 340.8031, +14.6762, 548.48, 0.053, NULL
oTGF130912589, 400687703.751350, glg_tte_b0_130912501_v00, 6, 6, 20, 2013-09-12, 14:08:20.75135, 0.100000, 1.27E-39, 286.8445, +10.3890, 544.74, 0.389, NULL
oTGF130913030, 400725784.845433, glg_tte_b0_bn130913030_v00, 15, 9, 105, 2013-09-13, 00:43:01.84543, 0.141000, 9.39E-195, 356.8829, +13.4003, 546.76, 0.024, tTGF130913030
oTGF130913031, 400725854.526600, glg_tte_b0_bn130913030_v00, 5, 4, 18, 2013-09-13, 00:44:11.52660, 0.200000, 6.87E-21, 0.7904, +15.0136, 547.37, 0.036, NULL
oTGF130913367, 400754876.665834, glg_tte_b0_130913349_v00, 8, 4, 19, 2013-09-13, 08:47:53.66583, 0.141000, 4.81E-31, 264.1405, +22.7576, 550.12, 0.103, NULL
oTGF130914041, 400813107.630507, glg_tte_b0_130914000_v00, 8, 9, 32, 2013-09-14, 00:58:24.63050, 0.283000, 2.77E-43, 86.3971, +19.9572, 550.22, 0.284, NULL
oTGF130914151, 400822681.501225, glg_tte_b0_130914142_v00, 11, 4, 18, 2013-09-14, 03:37:58.50122, 0.100000, 4.37E-41, 284.4298, +4.6270, 541.58, 0.944, NULL
oTGF130914223, 400828876.842000, glg_tte_b0_130914208_v00, 13, 9, 50, 2013-09-14, 05:21:13.84200, 0.100000, 2.04E-105, 286.1162, +16.3920, 545.94, 0.021, NULL
oTGF130914968, 400893229.600622, glg_tte_b0_130914838_v00, 7, 7, 29, 2013-09-14, 23:13:46.60062, 0.141000, 6.94E-47, 108.0600, +19.1749, 550.65, 0.271, NULL
oTGF130915033, 400898872.354600, glg_tte_b0_130915017_v00, 7, 4, 21, 2013-09-15, 00:47:49.35460, 0.100000, 9.65E-38, 79.1025, +20.5558, 551.01, 0.256, NULL
oTGF130915358, 400926937.403125, glg_tte_b0_130915356_v00, 9, 5, 19, 2013-09-15, 08:35:34.40312, 0.100000, 1.92E-38, 283.4576, +25.6310, 550.85, 0.149, NULL
oTGF130915566, 400944894.968225, glg_tte_b0_130915553_v00, 4, 4, 30, 2013-09-15, 13:34:51.96822, 0.070700, 1.80E-52, 259.6975, +15.3362, 550.11, 0.291, NULL
oTGF130916138, 400994312.144925, glg_tte_b0_130916117_v00, 9, 11, 33, 2013-09-16, 03:18:29.14492, 0.100000, 2.13E-73, 275.6378, +5.4497, 538.17, 0.907, NULL
oTGF130916210, 401000557.532100, glg_tte_b0_130916196_v00, 14, 6, 34, 2013-09-16, 05:02:34.53210, 0.400000, 1.83E-42, 280.4090, +18.0727, 543.22, 0.993, NULL
oTGF130916277, 401006319.156049, glg_tte_b0_130916275_v00, 8, 8, 28, 2013-09-16, 06:38:36.15604, 0.141000, 8.09E-50, 258.5082, +18.8863, 543.51, 0.998, NULL
oTGF130916490, 401024738.910050, glg_tte_b0_bn130916490_v00, 33, 28, 128, 2013-09-16, 11:45:35.91005, 0.200000, 9.64E-292, 265.1209, +20.0669, 551.08, 0.230, tTGF130916490
oTGF130917489, 401111093.112691, glg_tte_b0_130917398_v00, 4, 12, 54, 2013-09-17, 11:44:50.11269, 0.141000, 5.89E-96, 291.1555, +7.5061, 550.53, 0.302, NULL
oTGF130918482, 401196834.828890, glg_tte_b0_130918452_v00, 17, 23, 43, 2013-09-18, 11:33:51.82889, 0.283000, 6.45E-99, 282.8712, +8.9901, 550.95, 0.272, NULL
oTGF130919865, 401316297.645362, glg_tte_b0_130919799_v00, 5, 5, 19, 2013-09-19, 20:44:54.64536, 0.050000, 4.73E-40, 93.7433, +22.5385, 547.83, 0.129, NULL
oTGF130919866, 401316397.746380, glg_tte_b0_130919799_v00, 9, 4, 18, 2013-09-19, 20:46:34.74638, 0.141000, 1.75E-30, 99.8977, +21.0400, 548.47, 0.148, NULL
oTGF130920255, 401350016.429600, glg_tte_b0_130920198_v00, 8, 5, 27, 2013-09-20, 06:06:53.42960, 0.200000, 3.38E-36, 268.8464, +25.2000, 541.63, 0.006, NULL
oTGF130921445, 401452860.950962, glg_tte_b0_130921369_v00, 4, 4, 12, 2013-09-21, 10:40:57.95096, 0.050000, 8.13E-28, 183.1763, +24.3806, 537.96, 0.959, NULL
oTGF130921516, 401458969.596525, glg_tte_b0_130921454_v00, 11, 4, 39, 2013-09-21, 12:22:46.59652, 0.100000, 2.24E-74, 184.1799, +25.4162, 541.85, 0.032, NULL
oTGF130922388, 401534288.888262, glg_tte_b0_130922291_v00, 10, 9, 32, 2013-09-22, 09:18:05.88826, 0.141000, 1.29E-63, 285.2371, +9.5231, 548.69, 0.185, NULL
oTGF130922390, 401534502.130850, glg_tte_b0_130922291_v00, 14, 10, 35, 2013-09-22, 09:21:39.13085, 0.200000, 1.44E-69, 296.5976, +3.9143, 550.34, 0.219, NULL
oTGF130922775, 401567801.194506, glg_tte_b0_130922714_v00, 21, 15, 57, 2013-09-22, 18:36:38.19450, 0.141000, 1.57E-123, 91.4807, +24.4741, 541.20, 0.035, NULL
oTGF130922827, 401572255.993872, glg_tte_b0_130922714_v00, 7, 7, 5, 2013-09-22, 19:50:52.99387, 0.070700, 2.98E-23, 348.7023, +11.2982, 532.20, 0.801, NULL
oTGF130922956, 401583417.968791, glg_tte_b0_130922875_v00, 11, 13, 45, 2013-09-22, 22:56:54.96879, 0.070700, 3.91E-111, 285.0525, +4.0411, 532.90, 0.753, NULL
oTGF130923380, 401620068.374669, glg_tte_b0_bn130923380_v00, 19, 16, 67, 2013-09-23, 09:07:45.37466, 0.141000, 2.36E-153, 278.9941, +10.0072, 547.14, 0.161, tTGF130923380
oTGF130924691, 401733326.543622, glg_tte_b0_130924646_v00, 6, 7, 21, 2013-09-24, 16:35:23.54362, 0.141000, 1.11E-31, 82.3745, +25.5064, 535.06, 0.926, NULL
oTGF130924943, 401755095.534400, glg_tte_b0_130924825_v00, 6, 9, 19, 2013-09-24, 22:38:12.53440, 0.200000, 6.23E-32, 278.8312, +6.1673, 533.91, 0.723, NULL
oTGF130925226, 401779516.640675, glg_tte_b0_130925147_v00, 9, 8, 22, 2013-09-25, 05:25:13.64067, 0.100000, 2.48E-48, 275.6247, +23.7092, 537.40, 0.997, NULL
oTGF130925937, 401840995.732500, glg_tte_b0_130925922_v00, 8, 11, 29, 2013-09-25, 22:29:52.73250, 1.000000, 1.02E-19, 279.0535, +8.8271, 534.25, 0.718, NULL
oTGF130925943, 401841503.066584, glg_tte_b0_130925922_v00, 9, 9, 43, 2013-09-25, 22:38:20.06658, 0.141000, 1.18E-76, 307.9314, +20.1617, 532.55, 0.805, NULL
oTGF130926075, 401852856.885512, glg_tte_b0_130926038_v00, 10, 14, 93, 2013-09-26, 01:47:33.88551, 0.141000, 6.06E-175, 254.0913, +18.5635, 532.50, 0.786, NULL
oTGF130926289, 401871347.325612, glg_tte_b0_bn130926289_v00, 27, 28, 68, 2013-09-26, 06:55:44.32561, 0.632000, 1.95E-113, 265.2553, +18.9627, 538.06, 0.032, tTGF130926289
oTGF130926290, 401871498.261904, glg_tte_b0_130926162_v00, 4, 6, 15, 2013-09-26, 06:58:15.26190, 0.141000, 1.37E-24, 274.0410, +15.8584, 539.44, 0.058, NULL
oTGF130926488, 401888554.305413, glg_tte_b0_130926475_v00, 7, 4, 16, 2013-09-26, 11:42:31.30541, 0.070700, 9.08E-34, 194.9951, +18.0389, 538.11, 0.036, NULL
oTGF130926627, 401900559.972791, glg_tte_b0_130926570_v00, 8, 11, 95, 2013-09-26, 15:02:36.97279, 0.141000, 5.25E-165, 177.5536, +4.3289, 543.97, 0.126, NULL
oTGF130927287, 401957579.194687, glg_tte_b0_130927179_v00, 11, 9, 79, 2013-09-27, 06:52:56.19468, 0.283000, 4.79E-117, 284.5019, +9.0682, 540.55, 0.083, NULL
oTGF130927857, 402006812.458019, glg_tte_b0_130927842_v00, 13, 19, 42, 2013-09-27, 20:33:29.45801, 0.283000, 1.30E-78, 289.7145, +7.2451, 537.60, 0.668, NULL
oTGF130928080, 402026083.686596, glg_tte_b0_130928062_v00, 15, 8, 86, 2013-09-28, 01:54:40.68659, 0.141000, 2.19E-167, 344.9962, +12.4296, 537.74, 0.044, NULL
oTGF130928281, 402043480.228100, glg_tte_b0_130928209_v00, 7, 4, 11, 2013-09-28, 06:44:37.22810, 0.141000, 9.09E-23, 284.8043, +6.3830, 539.90, 0.079, NULL
oTGF130928668, 402076899.728828, glg_tte_b0_130928582_v00, 10, 10, 24, 2013-09-28, 16:01:36.72882, 0.632000, 1.54E-20, 86.2061, +24.2640, 533.12, 0.914, NULL
oTGF130928991, 402104845.691350, glg_tte_b0_130928987_v00, 9, 4, 21, 2013-09-28, 23:47:22.69135, 0.200000, 4.44E-30, 281.9616, +23.5017, 533.67, 0.781, NULL
oTGF130928992, 402104897.021650, glg_tte_b0_130928987_v00, 12, 12, 53, 2013-09-28, 23:48:14.02165, 0.200000, 4.07E-88, 285.2299, +24.0577, 533.50, 0.791, NULL
oTGF130928993, 402105025.740600, glg_tte_b0_130928987_v00, 8, 12, 25, 2013-09-28, 23:50:22.74060, 0.400000, 6.22E-32, 293.5411, +25.0964, 533.17, 0.815, NULL
oTGF130929670, 402163529.245795, glg_tte_b0_130929646_v00, 15, 8, 40, 2013-09-29, 16:05:26.24579, 0.141000, 9.38E-78, 129.8366, +8.1955, 536.64, 0.038, NULL
oTGF130930128, 402203088.681306, glg_tte_b0_bn130930128_v00, 30, 22, 101, 2013-09-30, 03:04:45.68130, 0.283000, 6.22E-204, 292.3451, +19.2269, 532.95, 0.947, tTGF130930128
oTGF131001120, 402288777.971424, glg_tte_b0_131001077_v00, 11, 7, 38, 2013-10-01, 02:52:54.97142, 0.070700, 4.73E-84, 280.5512, +21.1486, 532.33, 0.907, NULL
oTGF131001186, 402294510.509312, glg_tte_b0_131001129_v00, 5, 4, 30, 2013-10-01, 04:28:27.50931, 0.283000, 1.03E-30, 256.9777, +20.9417, 532.25, 0.907, NULL
oTGF131001194, 402295134.492969, glg_tte_b0_131001129_v00, 4, 4, 26, 2013-10-01, 04:38:51.49296, 0.283000, 2.02E-27, 292.4296, +6.9392, 534.89, 0.013, NULL
oTGF131001235, 402298749.955525, glg_tte_b0_131001218_v00, 5, 7, 41, 2013-10-01, 05:39:06.95552, 0.100000, 5.69E-75, 140.1754, +12.9010, 541.11, 0.632, NULL
oTGF131001376, 402310916.587800, glg_tte_b0_131001310_v00, 5, 12, 43, 2013-10-01, 09:01:53.58780, 0.200000, 6.88E-63, 135.3864, +24.9481, 535.34, 0.760, NULL
oTGF131001761, 402344143.822500, glg_tte_b0_131001718_v00, 8, 14, 41, 2013-10-01, 18:15:40.82250, 1.000000, 2.20E-30, 285.7617, +3.4801, 546.38, 0.562, NULL
oTGF131002825, 402436113.345000, glg_tte_b0_131002768_v00, 9, 13, 37, 2013-10-02, 19:48:30.34500, 0.100000, 5.50E-82, 280.7340, +14.9430, 543.46, 0.613, NULL
oTGF131002903, 402442794.550625, glg_tte_b0_131002828_v00, 6, 8, 25, 2013-10-02, 21:39:51.55062, 0.100000, 2.34E-49, 316.4272, +25.4727, 535.29, 0.789, NULL
oTGF131004674, 402595810.499050, glg_tte_b0_131004665_v00, 8, 20, 54, 2013-10-04, 16:10:07.49905, 0.200000, 7.66E-101, 294.2356, +3.3332, 550.27, 0.499, NULL
oTGF131005563, 402672667.511577, glg_tte_b0_131005507_v00, 13, 10, 62, 2013-10-05, 13:31:04.51157, 0.283000, 1.81E-91, 126.7030, +6.3882, 532.21, 0.923, NULL
oTGF131005699, 402684371.552682, glg_tte_b0_131005649_v00, 10, 9, 27, 2013-10-05, 16:46:08.55268, 0.141000, 5.55E-56, 91.9945, -0.7997, 533.17, 0.962, NULL
oTGF131005807, 402693723.752761, glg_tte_b0_131005778_v00, 5, 4, 17, 2013-10-05, 19:22:00.75276, 0.141000, 1.45E-24, 277.8073, +19.4810, 546.76, 0.587, NULL
oTGF131006019, 402712050.804194, glg_tte_b0_131005991_v00, 14, 6, 20, 2013-10-06, 00:27:27.80419, 0.632000, 6.86E-23, 279.0655, +21.1479, 535.79, 0.802, NULL
oTGF131006088a, 402717998.949175, glg_tte_b0_131006079_v00, 4, 4, 16, 2013-10-06, 02:06:35.94917, 0.100000, 5.45E-26, 268.2910, +16.8274, 533.94, 0.841, NULL
oTGF131006088b, 402718003.696915, glg_tte_b0_131006079_v00, 16, 11, 64, 2013-10-06, 02:06:40.69691, 0.283000, 1.11E-101, 268.5654, +16.7260, 533.91, 0.842, NULL
oTGF131006730, 402773500.831450, glg_tte_b0_131006687_v00, 4, 7, 11, 2013-10-06, 17:31:37.83145, 0.100000, 3.36E-24, 279.7466, +13.0571, 549.80, 0.516, NULL
oTGF131007082a, 402803852.865300, glg_tte_b0_131007055_v00, 10, 5, 23, 2013-10-07, 01:57:29.86530, 0.400000, 8.01E-27, 266.3316, +15.6069, 534.75, 0.830, NULL
oTGF131007082b, 402803880.794650, glg_tte_b0_131007055_v00, 25, 24, 97, 2013-10-07, 01:57:57.79465, 0.200000, 2.58E-213, 267.9197, +14.9770, 534.54, 0.835, NULL
oTGF131007400, 402831330.392647, glg_tte_b0_131007357_v00, 15, 17, 64, 2013-10-07, 09:35:27.39264, 0.141000, 5.63E-126, 73.9623, +24.2389, 546.74, 0.614, NULL
oTGF131007472, 402837591.663300, glg_tte_b0_131007461_v00, 4, 5, 14, 2013-10-07, 11:19:48.66330, 0.100000, 7.62E-23, 84.8539, +24.7757, 541.52, 0.716, NULL
oTGF131007654, 402853319.156907, glg_tte_b0_131007601_v00, 4, 12, 59, 2013-10-07, 15:41:56.15690, 0.283000, 5.51E-79, 284.9022, +6.4984, 551.09, 0.454, NULL
oTGF131007940, 402878025.053506, glg_tte_b0_131007905_v00, 6, 4, 31, 2013-10-07, 22:33:42.05350, 0.141000, 1.94E-46, 299.0095, +19.4308, 537.92, 0.779, NULL
oTGF131008863, 402957795.380550, glg_tte_b0_131008796_v00, 11, 9, 60, 2013-10-08, 20:43:12.38055, 0.100000, 2.78E-120, 299.2220, +23.9770, 543.13, 0.703, NULL
oTGF131009640, 403024934.020230, glg_tte_b0_131009588_v00, 4, 5, 19, 2013-10-09, 15:22:11.02023, 0.141000, 5.27E-28, 275.6847, +7.0712, 550.46, 0.415, NULL
oTGF131009642, 403025058.630796, glg_tte_b0_131009588_v00, 5, 10, 14, 2013-10-09, 15:24:15.63079, 0.141000, 4.51E-31, 282.3763, +10.2948, 550.70, 0.435, NULL
oTGF131011026, 403144615.457068, glg_tte_b0_bn131011026_v00, 14, 18, 25, 2013-10-11, 00:36:52.45706, 0.632000, 1.37E-44, 101.6050, -4.6816, 547.28, 0.317, tTGF131011026
oTGF131011721, 403204676.935375, glg_tte_b0_131011713_v00, 10, 7, 77, 2013-10-11, 17:17:53.93537, 0.100000, 1.36E-153, 26.0292, +4.6516, 538.81, 0.802, NULL
oTGF131011784, 403210142.919317, glg_tte_b0_131011768_v00, 6, 5, 15, 2013-10-11, 18:48:59.91931, 0.141000, 1.90E-27, 348.0487, +11.2829, 541.10, 0.760, NULL
oTGF131012779, 403296071.643838, glg_tte_b0_131012714_v00, 12, 10, 26, 2013-10-12, 18:41:08.64383, 0.141000, 6.91E-61, 350.0286, +7.9007, 541.72, 0.760, NULL
oTGF131012784, 403296516.327485, glg_tte_b0_131012714_v00, 7, 5, 12, 2013-10-12, 18:48:33.32748, 0.283000, 1.09E-18, 13.5100, -4.1588, 538.76, 0.831, NULL
oTGF131014367, 403433318.446720, glg_tte_b0_131014288_v00, 6, 4, 14, 2013-10-14, 08:48:35.44672, 0.141000, 1.74E-22, 124.2848, +8.6239, 544.80, 0.722, NULL
oTGF131014703, 403462323.639084, glg_tte_b0_131014668_v00, 10, 7, 26, 2013-10-14, 16:52:00.63908, 0.632000, 6.94E-26, 24.0313, -2.3614, 542.56, 0.779, NULL
oTGF131014865, 403476345.696280, glg_tte_b0_131014737_v00, 9, 5, 21, 2013-10-14, 20:45:42.69628, 0.632000, 9.27E-20, 128.7480, -5.1266, 540.09, 0.233, NULL
