#OS_ID, MET, file, BGO_0_N, BGO_1_N, NAI_N, Date, UTC, Width_ms, P2, Lon, Lat, Alt, LST, TRIG_ID
oTGF120711698, 363717903.993300, glg_tte_b0_120711690_v00, 9, 9, 31, 2012-07-11, 16:45:00.99330, 0.200000, 2.84E-49, 282.1399, +23.2390, 544.64, 0.478, NULL
oTGF120713404, 363865273.521100, glg_tte_b0_120713400_v00, 9, 9, 28, 2012-07-13, 09:41:10.52110, 0.400000, 6.47E-34, 279.0613, +9.7666, 535.92, 0.175, NULL
oTGF120713614, 363883418.037050, glg_tte_b0_120713609_v00, 4, 4, 13, 2012-07-13, 14:43:35.03705, 0.100000, 1.92E-20, 264.6730, +25.5466, 537.48, 0.345, NULL
oTGF120714396, 363951042.158234, glg_tte_b0_120714394_v00, 11, 12, 45, 2012-07-14, 09:30:39.15823, 0.141000, 1.52E-88, 268.8219, +7.4568, 537.51, 0.139, NULL
oTGF120714792, 363985241.566922, glg_tte_b0_120714788_v00, 5, 6, 12, 2012-07-14, 19:00:38.56692, 0.141000, 1.55E-23, 115.0011, +3.6109, 539.39, 0.107, NULL
oTGF120714987, 364002071.313967, glg_tte_b0_120714984_v00, 6, 4, 16, 2012-07-14, 23:41:08.31396, 0.070700, 8.15E-27, 23.9020, -5.6662, 544.57, 0.049, NULL
oTGF120715393, 364037198.843247, glg_tte_b0_120715388_v00, 5, 5, 16, 2012-07-15, 09:26:35.84324, 0.141000, 7.43E-25, 279.8283, +14.8622, 536.65, 0.167, NULL
oTGF120715607, 364055643.298725, glg_tte_b0_120715604_v00, 7, 6, 27, 2012-07-15, 14:34:00.29872, 0.100000, 4.63E-49, 286.8429, +22.7836, 538.17, 0.400, NULL
oTGF120716743, 364153786.547100, glg_tte_b0_120716734_v00, 14, 16, 66, 2012-07-16, 17:49:43.54710, 0.200000, 6.81E-129, 280.5317, +4.5445, 544.02, 0.518, NULL
oTGF120716976, 364173950.817050, glg_tte_b0_120716973_v00, 8, 14, 43, 2012-07-16, 23:25:47.81705, 0.200000, 3.12E-62, 21.7614, -1.1840, 545.78, 0.032, NULL
oTGF120717849, 364249351.137600, glg_tte_b0_120717845_v00, 6, 6, 39, 2012-07-17, 20:22:28.13760, 0.200000, 1.89E-51, 120.3781, +21.9526, 537.29, 0.179, NULL
oTGF120718657, 364319173.660864, glg_tte_b0_120718654_v00, 4, 8, 21, 2012-07-18, 15:46:10.66086, 0.141000, 1.56E-34, 260.5042, +18.9307, 535.88, 0.376, NULL
oTGF120719586, 364399414.084385, glg_tte_b0_120719577_v00, 7, 12, 59, 2012-07-19, 14:03:31.08438, 0.141000, 4.76E-106, 285.7053, +16.7579, 535.59, 0.375, NULL
oTGF120720226, 364454688.899788, glg_tte_b0_120720222_v00, 17, 12, 61, 2012-07-20, 05:24:45.89978, 0.141000, 4.69E-127, 282.4298, +6.2294, 548.24, 0.006, NULL
oTGF120721221, 364540733.923089, glg_tte_b0_120721216_v00, 11, 14, 48, 2012-07-21, 05:18:50.92308, 0.141000, 2.02E-97, 287.1543, +11.0949, 547.98, 0.015, NULL
oTGF120721503, 364565020.745874, glg_tte_b0_120721502_v00, 9, 8, 27, 2012-07-21, 12:03:37.74587, 0.070700, 4.63E-62, 275.9880, +23.2724, 536.36, 0.265, NULL
oTGF120721571, 364570935.966517, glg_tte_b0_120721566_v00, 13, 10, 56, 2012-07-21, 13:42:12.96651, 0.141000, 1.82E-105, 263.4693, +20.4552, 535.43, 0.298, NULL
oTGF120721756, 364586913.412810, glg_tte_b0_120721754_v00, 14, 15, 51, 2012-07-21, 18:08:30.41280, 0.141000, 1.51E-104, 114.4469, +19.6186, 544.98, 0.069, NULL
oTGF120722286, 364632727.555442, glg_tte_b0_120722280_v00, 18, 18, 47, 2012-07-22, 06:52:04.55544, 0.283000, 1.95E-89, 280.9995, +20.0557, 545.98, 0.062, NULL
oTGF120723559, 364742720.579100, glg_tte_b0_120723556_v00, 16, 10, 55, 2012-07-23, 13:25:17.57910, 0.200000, 1.39E-97, 256.8567, +19.1690, 536.54, 0.268, NULL
oTGF120723745, 364758780.591050, glg_tte_b0_120723743_v00, 7, 13, 38, 2012-07-23, 17:52:57.59105, 0.100000, 1.99E-76, 112.9742, +22.1536, 547.36, 0.054, NULL
oTGF120723882, 364770566.969258, glg_tte_b0_bn120723882_v00, 40, 36, 210, 2012-07-23, 21:09:23.96925, 0.283000, 3.45E-416, 85.8543, +25.3657, 544.53, 0.115, tTGF120723882
oTGF120724411a, 364816286.177200, glg_tte_b0_120724409_v00, 5, 5, 25, 2012-07-24, 09:51:23.17720, 0.400000, 1.28E-20, 246.3618, +24.9874, 546.16, 0.090, NULL
oTGF120724411b, 364816297.484300, glg_tte_b0_120724409_v00, 17, 11, 88, 2012-07-24, 09:51:34.48430, 0.200000, 5.00E-151, 247.0943, +25.0587, 546.05, 0.093, NULL
oTGF120724412, 364816368.967566, glg_tte_b0_120724409_v00, 13, 9, 27, 2012-07-24, 09:52:45.96756, 0.632000, 1.19E-27, 251.7439, +25.4140, 545.34, 0.106, NULL
oTGF120724741, 364844851.069510, glg_tte_b0_120724738_v00, 17, 16, 75, 2012-07-24, 17:47:28.06951, 0.141000, 6.03E-152, 121.0721, +24.5917, 547.29, 0.073, NULL
oTGF120725554, 364915031.431457, glg_tte_b0_120725545_v00, 13, 13, 50, 2012-07-25, 13:17:08.43145, 0.141000, 6.27E-106, 279.3200, +5.0079, 535.78, 0.325, NULL
oTGF120726331, 364982217.676409, glg_tte_b0_120726328_v00, 9, 8, 31, 2012-07-26, 07:56:54.67640, 0.141000, 3.63E-54, 256.1910, +24.5745, 550.20, 0.038, NULL
oTGF120727183, 365055837.556388, glg_tte_b0_120727183_v00, 4, 5, 9, 2012-07-27, 04:23:54.55638, 0.050000, 1.82E-24, 252.8231, +10.3318, 554.27, 0.881, NULL
oTGF120727469a, 365080536.899900, glg_tte_b0_120727463_v00, 9, 11, 38, 2012-07-27, 11:15:33.89990, 0.400000, 8.38E-47, 266.1634, +16.8807, 541.37, 0.204, NULL
oTGF120727469b, 365080555.156295, glg_tte_b0_120727463_v00, 13, 17, 59, 2012-07-27, 11:15:52.15629, 0.141000, 1.09E-124, 267.2159, +16.4919, 541.18, 0.207, NULL
oTGF120727913a, 365118850.511500, glg_tte_b0_120727911_v00, 9, 7, 22, 2012-07-27, 21:54:07.51150, 0.400000, 7.36E-23, 347.6770, +11.6308, 554.20, 0.874, NULL
oTGF120727913b, 365118889.622750, glg_tte_b0_120727911_v00, 20, 11, 48, 2012-07-27, 21:54:46.62275, 0.200000, 3.82E-90, 349.8264, +12.5817, 554.22, 0.880, NULL
oTGF120727939, 365121146.180891, glg_tte_b0_bn120727939_v00, 19, 18, 171, 2012-07-27, 22:32:23.18089, 0.283000, 8.47E-303, 125.3896, +3.4121, 537.83, 0.283, tTGF120727939
oTGF120728180, 365141983.242300, glg_tte_b0_120728177_v00, 16, 13, 60, 2012-07-28, 04:19:40.24230, 0.400000, 6.06E-84, 263.5894, +17.0702, 554.27, 0.908, NULL
oTGF120728461, 365166261.896150, glg_tte_b0_bn120728461_v00, 29, 18, 118, 2012-07-28, 11:04:18.89615, 0.200000, 1.81E-246, 253.0361, +19.4795, 544.65, 0.160, tTGF120728461
oTGF120728462, 365166345.235950, glg_tte_b0_bn120728461_v00, 6, 8, 22, 2012-07-28, 11:05:42.23595, 0.100000, 1.83E-44, 257.9519, +17.8691, 543.70, 0.174, NULL
oTGF120728467, 365166765.273800, glg_tte_b0_120728465_v00, 17, 21, 36, 2012-07-28, 11:12:42.27380, 0.400000, 2.15E-75, 281.3963, +7.9677, 539.67, 0.244, NULL
oTGF120728931, 365206835.679042, glg_tte_b0_120728929_v00, 14, 29, 67, 2012-07-28, 22:20:32.67904, 0.283000, 1.36E-132, 111.0793, +7.8622, 540.39, 0.235, NULL
oTGF120730451, 365338210.000832, glg_tte_b0_120730448_v00, 5, 4, 21, 2012-07-30, 10:50:07.00083, 0.283000, 2.33E-22, 255.8530, +14.5661, 545.81, 0.158, NULL
oTGF120731027, 365387942.340900, glg_tte_b0_120731021_v00, 15, 10, 49, 2012-07-31, 00:38:59.34090, 0.141000, 5.29E-99, 286.9668, +13.5257, 552.36, 0.820, NULL
oTGF120731311, 365412459.609046, glg_tte_b0_120731301_v00, 11, 13, 87, 2012-07-31, 07:27:36.60904, 0.141000, 1.09E-165, 290.0506, +17.9879, 549.14, 0.112, NULL
oTGF120731450, 365424447.708597, glg_tte_b0_120731443_v00, 7, 7, 21, 2012-07-31, 10:47:24.70859, 0.070700, 1.62E-49, 271.1863, +4.9345, 544.15, 0.198, NULL
oTGF120802366, 365590026.319350, glg_tte_b0_120802361_v00, 14, 5, 30, 2012-08-02, 08:47:03.31935, 0.100000, 1.82E-67, 262.4311, +15.1751, 551.04, 0.091, NULL
oTGF120803007, 365645446.885200, glg_tte_b0_120803005_v00, 12, 5, 23, 2012-08-03, 00:10:43.88520, 0.400000, 7.06E-29, 267.2593, +12.0615, 547.11, 0.746, NULL
oTGF120803101, 365653497.047325, glg_tte_b0_120803093_v00, 4, 5, 18, 2012-08-03, 02:24:54.04732, 0.050000, 1.45E-39, 22.0325, +2.1999, 548.53, 0.158, NULL
oTGF120803152, 365657978.396500, glg_tte_b0_120803144_v00, 17, 13, 46, 2012-08-03, 03:39:35.39650, 0.200000, 4.53E-89, 285.1856, +25.4856, 554.76, 0.940, NULL
oTGF120803222, 365664003.789250, glg_tte_b0_120803214_v00, 6, 5, 16, 2012-08-03, 05:20:00.78925, 0.050000, 7.35E-38, 280.1286, +22.9646, 554.42, 0.996, NULL
oTGF120803295, 365670286.249300, glg_tte_b0_120803285_v00, 8, 12, 59, 2012-08-03, 07:04:43.24930, 0.100000, 5.09E-122, 288.5238, +12.1671, 551.40, 0.092, NULL
oTGF120803360, 365675892.678500, glg_tte_b0_120803356_v00, 10, 7, 36, 2012-08-03, 08:38:09.67850, 1.000000, 2.96E-23, 257.6369, +14.9263, 552.19, 0.071, NULL
oTGF120803689, 365704354.842225, glg_tte_b0_bn120803689_v00, 17, 17, 101, 2012-08-03, 16:32:31.84222, 0.141000, 2.41E-203, 126.8535, +18.2580, 553.56, 0.037, tTGF120803689
oTGF120804287, 365756009.158622, glg_tte_b0_120804280_v00, 8, 8, 27, 2012-08-04, 06:53:26.15862, 0.141000, 1.23E-49, 275.7324, +15.2666, 553.22, 0.049, NULL
oTGF120804930, 365811531.967550, glg_tte_b0_120804924_v00, 8, 21, 62, 2012-08-04, 22:18:48.96755, 0.200000, 2.40E-115, 286.2154, +14.4014, 544.52, 0.721, NULL
oTGF120805279, 365841695.626636, glg_tte_b0_120805274_v00, 10, 9, 42, 2012-08-05, 06:41:32.62663, 0.141000, 1.37E-76, 260.5977, +18.7927, 554.15, 0.999, NULL
oTGF120806135, 365915675.374200, glg_tte_b0_120806128_v00, 5, 12, 17, 2012-08-06, 03:14:32.37420, 0.400000, 3.14E-22, 277.4767, +24.7508, 553.06, 0.902, NULL
oTGF120807526, 366035827.380650, glg_tte_b0_120807522_v00, 6, 8, 15, 2012-08-07, 12:37:04.38065, 0.200000, 1.01E-22, 123.0006, +25.0828, 550.97, 0.863, NULL
oTGF120808006, 366077281.792800, glg_tte_b0_120807996_v00, 6, 10, 21, 2012-08-08, 00:07:58.79280, 0.400000, 4.07E-27, 31.5329, -4.1521, 554.53, 0.089, NULL
oTGF120808908, 366155231.742100, glg_tte_b0_bn120808908_v00, 17, 16, 93, 2012-08-08, 21:47:08.74210, 0.200000, 6.61E-171, 280.7213, +20.1622, 540.22, 0.684, tTGF120808908
oTGF120809447, 366201836.719100, glg_tte_b0_bn120809447_v00, 26, 32, 145, 2012-08-09, 10:43:53.71910, 0.200000, 1.23E-304, 138.0510, +24.9361, 547.83, 0.827, tTGF120809447
oTGF120809496, 366206027.064507, glg_tte_b0_120809491_v00, 5, 8, 23, 2012-08-09, 11:53:44.06450, 0.283000, 8.79E-22, 21.4319, +3.1388, 535.59, 0.551, NULL
oTGF120809833, 366235209.827561, glg_tte_b0_120809827_v00, 12, 11, 20, 2012-08-09, 20:00:06.82756, 0.141000, 2.12E-51, 290.6052, +17.1882, 537.46, 0.637, NULL
oTGF120809922, 366242894.595000, glg_tte_b0_120809915_v00, 11, 8, 16, 2012-08-09, 22:08:11.59500, 0.400000, 4.20E-27, 25.5217, +5.9403, 553.96, 0.990, NULL
oTGF120810896, 366326984.725830, glg_tte_b0_120810891_v00, 10, 10, 43, 2012-08-10, 21:29:41.72582, 0.141000, 1.11E-77, 272.4727, +20.9102, 537.63, 0.649, NULL
oTGF120813096, 366517120.326350, glg_tte_b0_120813084_v00, 27, 26, 162, 2012-08-13, 02:18:37.32635, 0.200000, 1.14E-348, 268.1028, +18.1344, 545.29, 0.838, NULL
oTGF120813100, 366517462.982775, glg_tte_b0_120813084_v00, 5, 4, 16, 2012-08-13, 02:24:19.98277, 0.100000, 2.08E-29, 287.3685, +10.2533, 548.69, 0.895, NULL
oTGF120814872, 366670521.046150, glg_tte_b0_120814870_v00, 8, 9, 38, 2012-08-14, 20:55:18.04615, 0.200000, 7.87E-57, 258.0016, +22.7013, 535.37, 0.585, NULL
oTGF120814947, 366677035.877400, glg_tte_b0_120814939_v00, 6, 5, 14, 2012-08-14, 22:43:52.87740, 0.100000, 1.84E-27, 284.8748, +23.6913, 539.05, 0.735, NULL
oTGF120815012, 366682630.616003, glg_tte_b0_120815003_v00, 4, 19, 37, 2012-08-15, 00:17:07.61600, 0.283000, 6.12E-59, 252.2503, +24.9137, 538.02, 0.709, NULL
oTGF120816196, 366784906.008350, glg_tte_b0_120816191_v00, 7, 8, 28, 2012-08-16, 04:41:43.00835, 0.100000, 1.07E-52, 125.3343, +21.3906, 535.56, 0.541, NULL
oTGF120816335, 366796933.326550, glg_tte_b0_120816332_v00, 6, 11, 41, 2012-08-16, 08:02:10.32655, 0.100000, 3.82E-73, 113.9153, +25.7216, 536.10, 0.648, NULL
oTGF120817007, 366855033.078428, glg_tte_b0_120816998_v00, 5, 5, 17, 2012-08-17, 00:10:30.07842, 0.141000, 3.70E-27, 283.3154, +13.3107, 540.14, 0.791, NULL
oTGF120818642, 366996236.678000, glg_tte_b0_120818637_v00, 7, 13, 25, 2012-08-18, 15:23:53.67800, 0.400000, 3.13E-33, 278.2382, +12.1862, 541.88, 0.412, NULL
oTGF120818854a, 367014600.887239, glg_tte_b0_120818847_v00, 4, 4, 21, 2012-08-18, 20:29:57.88723, 0.141000, 5.73E-27, 279.2778, +24.9287, 535.54, 0.627, NULL
oTGF120818854b, 367014609.255700, glg_tte_b0_120818847_v00, 4, 5, 18, 2012-08-18, 20:30:06.25570, 0.141000, 1.13E-24, 279.8198, +24.8653, 535.53, 0.629, NULL
oTGF120818925, 367020748.609050, glg_tte_b0_bn120818925_v00, 14, 15, 68, 2012-08-18, 22:12:25.60905, 0.100000, 4.22E-152, 281.3545, +19.1567, 535.88, 0.704, tTGF120818925
oTGF120818995, 367026782.899152, glg_tte_b0_bn120818995_v00, 16, 16, 43, 2012-08-18, 23:52:59.89915, 0.632000, 8.90E-57, 274.7814, +12.3203, 537.42, 0.756, tTGF120818995
oTGF120818999, 367027124.239875, glg_tte_b0_120818999_v00, 6, 8, 20, 2012-08-18, 23:58:41.23987, 0.100000, 4.20E-43, 293.1369, +3.4057, 540.89, 0.811, NULL
oTGF120820561, 367162086.212601, glg_tte_b0_120820557_v00, 6, 4, 9, 2012-08-20, 13:28:03.21260, 0.070700, 2.86E-23, 284.4564, +8.7785, 546.97, 0.349, NULL
oTGF120820915, 367192663.405724, glg_tte_b0_120820906_v00, 6, 5, 24, 2012-08-20, 21:57:40.40572, 0.141000, 1.29E-37, 282.4814, +14.8055, 535.14, 0.698, NULL
oTGF120820985, 367198710.184450, glg_tte_b0_120820978_v00, 6, 5, 13, 2012-08-20, 23:38:27.18445, 0.200000, 4.69E-21, 275.8299, +6.7097, 536.71, 0.749, NULL
oTGF120821025, 367202141.160208, glg_tte_b0_120821021_v00, 7, 5, 34, 2012-08-21, 00:35:38.16020, 0.141000, 2.60E-54, 113.3790, +8.5090, 547.79, 0.338, NULL
oTGF120821237, 367220475.695000, glg_tte_b0_120821235_v00, 8, 11, 62, 2012-08-21, 05:41:12.69500, 0.200000, 5.49E-90, 110.8147, +25.7336, 537.88, 0.543, NULL
oTGF120821387, 367233440.400300, glg_tte_b0_bn120821387_v00, 14, 15, 75, 2012-08-21, 09:17:17.40030, 0.100000, 1.10E-162, 150.1623, -3.8672, 540.28, 0.802, tTGF120821387
oTGF120822711, 367347798.925400, glg_tte_b0_bn120822711_v00, 16, 21, 115, 2012-08-22, 17:03:15.92540, 0.200000, 1.48E-228, 16.9724, -0.7633, 537.35, 0.756, tTGF120822711
oTGF120823894, 367450036.970488, glg_tte_b0_120823890_v00, 7, 9, 49, 2012-08-23, 21:27:13.97048, 0.070700, 9.49E-102, 255.3279, +18.8245, 536.27, 0.601, NULL
oTGF120823943, 367454239.836460, glg_tte_b0_bn120823943_v00, 24, 22, 61, 2012-08-23, 22:37:16.83646, 0.283000, 2.11E-134, 135.9116, +14.9327, 550.04, 0.318, tTGF120823943
oTGF120825465, 367585766.003240, glg_tte_b0_120825459_v00, 13, 16, 64, 2012-08-25, 11:09:23.00324, 0.141000, 2.63E-131, 289.2277, +12.2113, 552.96, 0.267, NULL
oTGF120827282, 367742756.034650, glg_tte_b0_bn120827282_v00, 19, 33, 126, 2012-08-27, 06:45:53.03465, 0.200000, 8.15E-269, 137.6329, -1.5553, 536.40, 0.663, tTGF120827282
oTGF120827520, 367763351.088138, glg_tte_b0_120827517_v00, 7, 9, 29, 2012-08-27, 12:29:08.08813, 0.632000, 7.37E-24, 262.7750, +15.8354, 553.78, 0.249, NULL
oTGF120828111, 367814411.262650, glg_tte_b0_120828107_v00, 5, 5, 20, 2012-08-28, 02:40:08.26265, 0.200000, 1.89E-20, 18.9611, +4.5677, 553.70, 0.163, NULL
oTGF120829796, 367959995.389800, glg_tte_b0_120829788_v00, 5, 5, 35, 2012-08-29, 19:06:32.38980, 0.400000, 4.66E-34, 278.4559, +5.4091, 540.44, 0.569, NULL
oTGF120830100, 367986269.636112, glg_tte_b0_120830095_v00, 9, 11, 39, 2012-08-30, 02:24:26.63611, 0.070700, 7.19E-81, 16.3103, +8.6266, 552.40, 0.145, NULL
oTGF120830366, 368009231.174872, glg_tte_b0_120830363_v00, 4, 11, 29, 2012-08-30, 08:47:08.17487, 0.141000, 3.26E-51, 282.5287, +10.3585, 552.48, 0.150, NULL
oTGF120830762, 368043421.557200, glg_tte_b0_bn120830762_v00, 35, 33, 162, 2012-08-30, 18:16:58.55720, 0.400000, 3.37E-324, 128.2820, +6.4498, 550.99, 0.118, tTGF120830762
oTGF120830830, 368049327.371350, glg_tte_b0_120830826_v00, 5, 8, 24, 2012-08-30, 19:55:24.37135, 0.200000, 9.87E-36, 113.7253, +11.1489, 551.97, 0.146, NULL
oTGF120901713, 368211983.450024, glg_tte_b0_120901701_v00, 4, 9, 22, 2012-09-01, 17:06:20.45002, 0.283000, 8.35E-30, 294.6914, +1.2361, 544.74, 0.531, NULL
oTGF120901818, 368221090.837889, glg_tte_b0_120901818_v00, 16, 9, 69, 2012-09-01, 19:38:07.83788, 0.141000, 8.26E-133, 106.1702, +12.5989, 549.65, 0.113, NULL
oTGF120902278, 368260863.689593, glg_tte_b0_120902276_v00, 10, 7, 42, 2012-09-02, 06:41:00.68959, 0.141000, 5.34E-74, 279.9481, +5.1221, 546.47, 0.056, NULL
oTGF120902703, 368297534.803274, glg_tte_b0_bn120902703_v00, 17, 20, 65, 2012-09-02, 16:52:11.80327, 0.141000, 6.20E-153, 273.3348, +9.2536, 548.85, 0.463, tTGF120902703
oTGF120903097, 368331599.048712, glg_tte_b0_120903095_v00, 8, 10, 89, 2012-09-03, 02:19:56.04871, 0.141000, 1.01E-157, 111.8728, +15.8868, 551.65, 0.408, NULL
oTGF120903204, 368340820.565250, glg_tte_b0_120903202_v00, 17, 10, 48, 2012-09-03, 04:53:37.56525, 0.100000, 1.78E-112, 289.8587, +0.4651, 543.40, 0.010, NULL
oTGF120905331, 368524630.819600, glg_tte_b0_120905328_v00, 9, 7, 25, 2012-09-05, 07:57:07.81960, 0.100000, 9.40E-52, 266.2413, +17.0742, 545.49, 0.072, NULL
oTGF120905400, 368530552.201500, glg_tte_b0_120905398_v00, 9, 9, 28, 2012-09-05, 09:35:49.20150, 0.100000, 8.01E-60, 253.5977, +20.8167, 547.57, 0.105, NULL
oTGF120905800, 368565134.936600, glg_tte_b0_120905796_v00, 5, 4, 22, 2012-09-05, 19:12:11.93660, 0.100000, 3.54E-34, 122.5044, +24.0734, 549.38, 0.142, NULL
oTGF120906009, 368583212.534125, glg_tte_b0_120906008_v00, 9, 9, 64, 2012-09-06, 00:13:29.53412, 0.100000, 2.71E-121, 107.3813, +20.1573, 554.05, 0.309, NULL
oTGF120907345, 368698643.835468, glg_tte_b0_120907336_v00, 5, 6, 25, 2012-09-07, 08:17:20.83546, 0.070700, 6.50E-51, 32.9455, -3.3942, 553.29, 0.438, NULL
oTGF120907606a, 368721156.572351, glg_tte_b0_120907599_v00, 9, 9, 37, 2012-09-07, 14:32:33.57235, 0.141000, 1.62E-69, 275.4914, +6.8763, 553.85, 0.373, NULL
oTGF120907606b, 368721160.458337, glg_tte_b0_120907599_v00, 7, 7, 52, 2012-09-07, 14:32:37.45833, 0.070700, 6.48E-107, 275.6981, +6.7739, 553.85, 0.373, NULL
oTGF120908174, 368770277.043250, glg_tte_b0_120908172_v00, 28, 33, 130, 2012-09-08, 04:11:14.04325, 1.000000, 5.36E-171, 273.3211, +5.8727, 536.69, 0.935, NULL
oTGF120908579, 368805191.371225, glg_tte_b0_bn120908579_v00, 11, 15, 36, 2012-09-08, 13:53:08.37122, 0.100000, 9.76E-94, 159.2574, +19.3265, 540.35, 0.023, tTGF120908579
oTGF120909102, 368850421.235725, glg_tte_b0_120909098_v00, 10, 8, 27, 2012-09-09, 02:26:58.23572, 0.100000, 1.93E-59, 293.1544, +6.3165, 535.88, 0.918, NULL
oTGF120909525, 368886934.662950, glg_tte_b0_120909517_v00, 14, 14, 55, 2012-09-09, 12:35:31.66295, 0.200000, 4.52E-105, 278.3056, +11.9267, 553.03, 0.300, NULL
oTGF120910097, 368936405.886182, glg_tte_b0_120910092_v00, 5, 6, 28, 2012-09-10, 02:20:02.88618, 0.141000, 4.39E-43, 294.9432, +9.8086, 535.52, 0.919, NULL
oTGF120910521, 368972978.209050, glg_tte_b0_120910511_v00, 10, 20, 71, 2012-09-10, 12:29:35.20905, 0.200000, 1.20E-136, 283.3539, +6.9951, 553.29, 0.310, NULL
oTGF120911162, 369028431.712999, glg_tte_b0_120911155_v00, 10, 10, 58, 2012-09-11, 03:53:48.71299, 0.141000, 1.00E-103, 290.9073, +19.8503, 537.06, 0.973, NULL
oTGF120911417, 369050421.064050, glg_tte_b0_bn120911417_v00, 20, 14, 65, 2012-09-11, 10:00:18.06405, 0.200000, 2.54E-135, 143.6669, -2.3304, 536.58, 0.818, tTGF120911417
oTGF120911905, 369092638.101250, glg_tte_b0_120911905_v00, 8, 4, 35, 2012-09-11, 21:43:55.10125, 0.200000, 6.23E-46, 102.1390, +19.2532, 547.42, 0.192, NULL
oTGF120912744, 369165113.964331, glg_tte_b0_120912739_v00, 12, 8, 39, 2012-09-12, 17:51:50.96433, 0.141000, 1.92E-61, 28.3352, +3.8195, 535.88, 0.826, NULL
oTGF120913078a, 369193967.133450, glg_tte_b0_bn120913078_v00, 17, 18, 96, 2012-09-13, 01:52:44.13345, 0.200000, 1.85E-183, 279.2084, +10.0526, 534.96, 0.857, tTGF120913078
oTGF120913078b, 369193968.935187, glg_tte_b0_bn120913078_v00, 9, 11, 64, 2012-09-13, 01:52:45.93518, 0.141000, 1.53E-115, 279.3066, +10.0984, 534.96, 0.857, NULL
oTGF120913668, 369244875.744350, glg_tte_b0_120913664_v00, 14, 5, 36, 2012-09-13, 16:01:12.74435, 0.200000, 2.24E-48, 27.9969, -6.0844, 540.99, 0.748, NULL
oTGF120914213, 369291980.036304, glg_tte_b0_120914208_v00, 10, 10, 39, 2012-09-14, 05:06:17.03630, 0.141000, 3.25E-70, 267.2419, +23.8161, 535.83, 0.958, NULL
oTGF120914214, 369292122.849300, glg_tte_b0_120914208_v00, 9, 11, 27, 2012-09-14, 05:08:39.84930, 0.400000, 5.41E-33, 276.4363, +25.0316, 536.59, 0.985, NULL
oTGF120915418, 369396085.951500, glg_tte_b0_120915414_v00, 24, 10, 56, 2012-09-15, 10:01:22.95150, 1.000000, 8.10E-57, 257.5556, +17.0240, 541.67, 0.136, NULL
oTGF120915792, 369428456.729150, glg_tte_b0_120915791_v00, 16, 16, 49, 2012-09-15, 19:00:53.72915, 0.200000, 2.57E-85, 351.3740, +5.6766, 538.77, 0.772, NULL
oTGF120915793, 369428486.996143, glg_tte_b0_120915791_v00, 8, 8, 21, 2012-09-15, 19:01:23.99614, 0.283000, 8.51E-24, 352.9863, +6.4821, 538.45, 0.777, NULL
oTGF120915796, 369428769.058829, glg_tte_b0_120915791_v00, 4, 7, 22, 2012-09-15, 19:06:06.05882, 0.141000, 2.33E-30, 8.3661, +13.6013, 536.28, 0.823, NULL
oTGF120916060, 369451545.150713, glg_tte_b0_120916057_v00, 8, 4, 31, 2012-09-16, 01:25:42.15071, 0.050000, 1.52E-67, 264.4463, +10.7484, 537.43, 0.798, NULL
oTGF120916414, 369482141.200200, glg_tte_b0_120916409_v00, 5, 11, 56, 2012-09-16, 09:55:38.20020, 0.100000, 1.03E-106, 263.7541, +12.3544, 541.86, 0.150, NULL
oTGF120916918, 369525749.513500, glg_tte_b0_120916914_v00, 10, 13, 49, 2012-09-16, 22:02:26.51350, 0.100000, 7.80E-105, 297.0475, +5.5826, 540.77, 0.747, NULL
oTGF120917079, 369539594.693125, glg_tte_b0_120917072_v00, 6, 6, 26, 2012-09-17, 01:53:11.69312, 0.100000, 2.43E-48, 32.0898, +6.7455, 543.26, 0.172, NULL
oTGF120917340, 369562221.847293, glg_tte_b0_120917332_v00, 10, 8, 37, 2012-09-17, 08:10:18.84729, 0.070700, 5.24E-84, 280.1536, +13.4522, 539.78, 0.123, NULL
oTGF120917784, 369600575.668850, glg_tte_b0_120917780_v00, 9, 5, 22, 2012-09-17, 18:49:32.66885, 0.200000, 4.49E-30, 3.5738, +16.0339, 538.15, 0.798, NULL
oTGF120917914, 369611739.347450, glg_tte_b0_120917908_v00, 8, 4, 17, 2012-09-17, 21:55:36.34745, 0.200000, 2.54E-25, 299.1377, +9.2597, 540.98, 0.749, NULL
oTGF120917981, 369617568.807029, glg_tte_b0_120917977_v00, 9, 9, 35, 2012-09-17, 23:32:45.80702, 0.283000, 6.65E-48, 280.5697, +11.9247, 540.01, 0.764, NULL
oTGF120918053, 369623791.972300, glg_tte_b0_120918047_v00, 9, 4, 12, 2012-09-18, 01:16:28.97230, 0.200000, 4.29E-21, 285.3838, +22.0175, 536.63, 0.850, NULL
oTGF120918800, 369688282.809950, glg_tte_b0_120918797_v00, 13, 5, 32, 2012-09-18, 19:11:19.80995, 0.100000, 4.99E-66, 112.3552, +9.8140, 538.76, 0.116, NULL
oTGF120918977, 369703615.143700, glg_tte_b0_120918971_v00, 6, 4, 27, 2012-09-18, 23:26:52.14370, 0.200000, 1.16E-33, 286.2214, +16.4684, 539.94, 0.776, NULL
oTGF120919046, 369709594.936100, glg_tte_b0_120919040_v00, 8, 8, 23, 2012-09-19, 01:06:31.93610, 0.400000, 3.82E-25, 277.0826, +21.3042, 538.09, 0.820, NULL
